style,color_name,size,upc_to_write,netsuite_item_id,match_method
L663,Black,Large,00191265194723,54522,option:name
L663,Black,X-Large,00191265194730,54523,option:name
L663,Black,2X-Large,00191265194662,54524,option:name
L663,Pink Azalea,Small,00191265194846,54530,option:heur
L663,Pink Azalea,Medium,00191265194860,54531,option:heur
L663,Pink Azalea,Large,00191265194884,54532,option:heur
L663,Pink Azalea,X-Large,00191265194891,54533,option:heur
L663,Pink Azalea,2X-Large,00191265194822,54534,option:heur
L663,White,X-Small,00191265195300,54535,option:name
L663,White,Small,00191265195331,54536,option:name
L663,White,Medium,00191265195355,54537,option:name
L663,White,Large,00191265195362,54538,option:name
L663,White,X-Large,00191265195379,54539,option:name
L663,White,2X-Large,00191265195317,54540,option:name
L663,White,3X-Large,00191265195324,54541,option:name
L663,White,4X-Large,00191265195348,54542,option:name
L665,Black,X-Small,00191265196116,54544,option:name
L665,Black,Small,00191265196123,54545,option:name
L665,Black,Medium,00191265196147,54546,option:name
L665,Black,Large,00191265196161,54547,option:name
L665,Black,X-Large,00191265196178,54548,option:name
L665,Black,2X-Large,00191265196109,54549,option:name
L665,Black,3X-Large,00191265196130,54550,option:name
L665,Black,4X-Large,00191265196154,54551,option:name
L665,White,X-Small,00191265196758,54557,option:name
L665,White,Small,00191265196765,54558,option:name
L665,White,Medium,00191265196789,54559,option:name
L665,White,Large,00191265196802,54560,option:name
L665,White,X-Large,00191265196819,54561,option:name
L665,White,2X-Large,00191265196741,54562,option:name
L665,White,3X-Large,00191265196772,54563,option:name
L665,White,4X-Large,00191265196796,54564,option:name
K577,Estate Blue,Small,00191265120395,52344,option:heur
K577,Estate Blue,Medium,00191265120401,52345,option:heur
K577,Estate Blue,Large,00191265120425,52346,option:heur
K577,Estate Blue,X-Large,00191265120432,52347,option:heur
K577,Estate Blue,2X-Large,00191265120371,52348,option:heur
L577,Black,X-Small,00191265290425,54423,option:name
L577,Black,Small,00191265290432,54424,option:name
L577,Black,Medium,00191265290456,54425,option:name
L577,Black,Large,00191265290470,54426,option:name
L577,Black,X-Large,00191265290487,54427,option:name
L577,Black,2X-Large,00191265290418,54428,option:name
L577,Black,3X-Large,00191265290449,54429,option:name
L577,Black,4X-Large,00191265290463,54430,option:name
J7710,Black,Small,00191265464123,49561,option:name
J7710,Black,Medium,00191265464130,49562,option:name
J7710,Black,Large,00191265464154,49563,option:name
J7710,Black,X-Large,00191265464161,49564,option:name
J7710,Black,2X-Large,00191265464093,49565,option:name
L344,Black,Small,00191265509145,53684,option:name
L344,Black,Medium,00191265509169,53685,option:name
L344,Black,Large,00191265509176,53686,option:name
L344,Black,X-Large,00191265509183,53687,option:name
L344,Black,2X-Large,00191265509121,53688,option:name
J343,Black,Small,00191265455954,49318,option:name
J343,Black,Medium,00191265455985,49319,option:name
J343,Black,Large,00191265455992,49320,option:name
J343,Black,X-Large,00191265456005,49321,option:name
J343,Black,2X-Large,00191265455930,49322,option:name
J343,Black,3X-Large,00191265455961,49323,option:name
J345,Black,Small,00191265456913,49353,option:name
J345,Black,Medium,00191265456937,49354,option:name
J345,Black,Large,00191265456944,49355,option:name
J345,Black,X-Large,00191265456951,49356,option:name
L345,Black,Small,00191265509701,53690,option:name
L345,Black,Medium,00191265509725,53691,option:name
L345,Black,Large,00191265509732,53692,option:name
L345,Black,X-Large,00191265509749,53693,option:name
J344,Black,Small,00191265456425,49345,option:name
J344,Black,Medium,00191265456456,49346,option:name
J344,Black,Large,00191265456463,49347,option:name
J344,Black,X-Large,00191265456470,49348,option:name
J344,Black,2X-Large,00191265456401,49349,option:name
J344,Black,3X-Large,00191265456432,49350,option:name
J344,Black,4X-Large,00191265456449,49351,option:name
K5200,White,Small,00191265513043,50568,option:name
K5200,White,Medium,00191265513050,50569,option:name
K5200,White,Large,00191265513074,50570,option:name
K5200,White,X-Large,00191265513081,50571,option:name
K5200,White,2X-Large,00191265513012,50572,option:name
K5200,White,3X-Large,00191265513036,50573,option:name
6750,White,X-Small,00821780043679,28720,option:name
6750,White,Small,00821780029412,31059,option:name
6750,White,Medium,00821780029413,28722,option:name
6750,White,Large,00821780029414,28723,option:name
6750,White,X-Large,00821780029415,28724,option:name
6750,White,2X-Large,00821780029416,28725,option:name
6750,White,3X-Large,00821780029417,28726,option:name
6752,Black,X-Small,00821780043532,35379,mainframe
6752,Black,Small,00821780043533,35379,option:name
6752,Black,Medium,00821780043534,35381,option:name
6752,Black,Large,00821780043535,35382,option:name
6752,Black,X-Large,00821780043536,35383,option:name
6752,Black,2X-Large,00821780043537,35384,option:name
6752,Black,3X-Large,00821780043538,35385,option:name
6752,Heather Blue,Small,00821780029176,40538,option:heur
6752,Heather Blue,Medium,00821780029177,40539,option:heur
6752,Heather Blue,Large,00821780029178,40540,option:heur
6752,Heather Blue,X-Large,00821780029179,40541,option:heur
6752,Heather Blue,2X-Large,00821780029180,40542,option:heur
6752,Heather Blue,3X-Large,00821780029181,40543,option:heur
6752,Heather Grey,Small,00821780029188,39332,option:name
6752,Heather Grey,Medium,00821780029189,39334,option:name
6752,Heather Grey,Large,00821780029190,39335,option:name
6752,Heather Grey,X-Large,00821780029191,39336,option:name
6752,Heather Grey,2X-Large,00821780029192,39337,option:name
6752,Heather Grey,3X-Large,00821780029193,39338,option:name
6752,White,X-Small,00821780044284,35386,mainframe
6752,White,Small,00821780029200,35386,option:name
6752,White,Medium,00821780029201,35388,option:name
6752,White,Large,00821780029202,35389,option:name
6752,White,X-Large,00821780029203,35390,option:name
6752,White,2X-Large,00821780029204,35391,option:name
6752,White,3X-Large,00821780029205,35392,option:name
82800L,Red,Small,00821780025147,35506,option:name
82800L,Red,Medium,00821780025148,35507,option:name
82800L,Red,Large,00821780025149,35508,option:name
82800L,Red,X-Large,00821780025150,35509,option:name
82800L,Red,2X-Large,00821780025151,35510,option:name
18400,Black,Small,00821780055447,161324,option:name
18400,Black,Medium,00821780055715,161325,option:name
18400,Black,Large,00821780055716,161323,option:name
18400,Black,X-Large,00821780055717,161335,option:name
18400,Black,2X-Large,00821780055718,161350,option:name
18400,Black,3X-Large,00821780055719,161346,option:name
42400,Black,Small,00821780018176,166257,option:name
42400,Black,Medium,00821780018177,166256,option:name
42400,Black,Large,00821780018178,166255,option:name
42400,Black,X-Large,00821780018179,166258,option:name
42400,Black,2X-Large,00821780018180,166251,option:name
42400,Black,3X-Large,00821780018181,166252,option:name
42400,Red,Large,00821780018185,166253,option:name
42400,White,Large,00821780018165,166254,option:name
42400L,Red,Small,00821780018034,166282,option:name
42400L,Red,Medium,00821780018035,166276,option:name
42400L,Red,Large,00821780018036,166270,option:name
42400L,Red,X-Large,00821780018037,166290,option:name
42400L,Red,2X-Large,00821780018038,166260,option:name
42400L,Royal,Small,00821780018022,166284,option:name
42400L,Royal,Medium,00821780018024,166275,option:name
42400L,Royal,Large,00821780018025,166269,option:name
42400L,Royal,X-Large,00821780018027,166293,option:name
42400L,Royal,2X-Large,00821780018029,166261,option:name
42400L,White,X-Small,00821780017997,166283,option:name
42400L,White,Small,00821780017998,166287,option:name
42400L,White,Medium,00821780017999,166279,option:name
42400L,White,Large,00821780018000,166273,option:name
42400L,White,X-Large,00821780018001,166294,option:name
42400L,White,2X-Large,00821780018002,166265,option:name
8800B,Maroon,Small,00821780029040,35616,option:name
8800B,Maroon,Medium,00821780029041,35617,option:name
8800B,Maroon,Large,00821780029042,35618,option:name
8800B,Maroon,X-Large,00821780029039,35619,option:name
8800B,White,Small,00821780009784,35627,option:name
8800B,White,Medium,00821780009785,35628,option:name
8800B,White,Large,00821780009791,35629,option:name
5100P,Red,2T,00821780093189,199920,option:name
5100P,Red,3T,00821780093188,199919,option:name
5100P,Red,4T,00821780093187,199918,option:name
5100P,Red,5T,00821780093191,199917,option:name
5100P,Red,6T,00821780093190,199916,option:name
5100P,White,2T,00821780093197,199906,option:name
5100P,White,3T,00821780093125,199905,option:name
5100P,White,4T,00821780093124,199904,option:name
5100P,White,5T,00821780093132,199903,option:name
5100P,White,6T,00821780093131,199902,option:name
5100P,Black,2T,00821780093130,199924,option:name
5100P,Black,3T,00821780093129,199923,option:name
5100P,Black,4T,00821780093128,199922,option:name
5100P,Black,6T,00821780093135,199921,option:name
K580,Black,Small,00191265329323,50920,option:name
K580,Black,Medium,00191265329347,50921,option:name
K580,Black,Large,00191265329354,50922,option:name
K580,Black,X-Large,00191265329361,50923,option:name
K580,Black,2X-Large,00191265329309,50924,option:name
K580,Black,3X-Large,00191265329316,50925,option:name
LOE551,Gear Grey,X-Small,00191265653237,106867,option:heur
K100,Pink Azalea,Small,00191265327282,53031,option:heur
K100,Pink Azalea,Medium,00191265327299,53032,option:heur
K100,Pink Azalea,Large,00191265365352,53033,option:heur
K100,Pink Azalea,X-Large,00191265327336,53034,option:heur
K100,Pink Azalea,2X-Large,00191265327251,53035,option:heur
K100,White,Small,00191265327718,50171,option:name
K100,White,Medium,00191265327732,50172,option:name
K100,White,Large,00191265327756,50173,option:name
K100,White,X-Large,00191265327787,50174,option:name
K100,White,2X-Large,00191265327695,50175,option:name
K100,White,3X-Large,00191265327725,50176,option:name
K100,White,4X-Large,00191265327749,50177,option:name
K100,White,5X-Large,00191265327763,50178,option:name
K100P,Graphite,Small,00191265328739,52444,option:name
K100P,Graphite,Medium,00191265328760,52445,option:name
K100P,Graphite,Large,00191265365536,52446,option:name
K100P,Graphite,X-Large,00191265328777,52447,option:name
K100P,Graphite,2X-Large,00191265328715,52448,option:name
K100P,Graphite,3X-Large,00191265328746,52449,option:name
838964,Black,Small,00091209610411,35558,option:name
838964,Black,Medium,00091209610435,35559,option:name
838964,Black,Large,00091209610442,35560,option:name
838964,Black,X-Large,00091209610473,35561,option:name
838964,Black,2X-Large,00091209617014,35562,option:name
838964,Black,3X-Large,00091209617069,35563,option:name
838964,Cool Grey,Small,00091209617106,102256,option:name
838964,Cool Grey,Medium,00091209617175,102255,option:name
838964,Cool Grey,Large,00091209617328,102254,option:name
838964,Cool Grey,X-Large,00091209617335,102253,option:name
838964,Cool Grey,2X-Large,00091209617342,102252,option:name
838956,Black,Small,00883412638760,35527,option:name
838956,Black,Medium,00883412638777,35528,option:name
838956,Black,Large,00883412638784,35529,option:name
838956,Black,X-Large,00883412638845,35530,option:name
838956,Black,2X-Large,00883412638852,35531,option:name
838956,Anthracite,Small,00883412638913,40282,option:name
838956,Anthracite,Medium,00883412638920,40283,option:name
838956,Anthracite,Large,00883412638937,40284,option:name
838956,Anthracite,X-Large,00883412638944,40285,option:name
838956,Anthracite,2X-Large,00883412638951,40286,option:name
838956,Anthracite,3X-Large,00887227977779,40287,option:name
838956,White,Small,00883412639064,35534,option:name
838956,White,Medium,00883412639071,35535,option:name
838956,White,Large,00883412639088,35536,option:name
838956,White,X-Large,00883412797511,35537,option:name
838956,White,2X-Large,00883412797535,35538,option:name
838956,White,3X-Large,00887227977878,35539,option:name
838956,Black,3X-Large,00887227977717,35532,option:name
5700,White/ Black,Small,00821780040883,167363,option:abbrev
5700,White/ Black,Medium,00821780040884,167360,option:abbrev
5700,White/ Black,Large,00821780040885,167357,option:abbrev
5700,White/ Black,X-Large,00821780040886,167365,option:abbrev
5700,White/ Black,2X-Large,00821780040887,167352,option:abbrev
5700,White/ Black,3X-Large,00821780040888,167355,option:abbrev
5700,White/ Royal,Small,00821780040901,167364,option:name
5700,White/ Royal,Medium,00821780040902,167361,option:name
5700,White/ Royal,Large,00821780040903,167358,option:name
5700,White/ Royal,X-Large,00821780040904,167367,option:name
5700,White/ Royal,2X-Large,00821780040905,167351,option:name
5700,White/ Royal,3X-Large,00821780040906,167353,option:name
EB554,Black,Small,00191265617406,48117,option:name
EB554,Black,Medium,00191265617390,48119,option:name
EB554,Black,Large,00191265617383,48120,option:name
EB554,Black,X-Large,00191265617413,48121,option:name
EB554,Black,2X-Large,00191265617352,48122,option:name
EB554,Black,3X-Large,00191265617369,48123,option:name
EB554,Black,4X-Large,00191265617376,48124,option:name
LW100,Burgundy,X-Small,00191265563147,107261,option:name
LW100,Burgundy,Small,00191265563123,107268,option:name
LW100,Burgundy,Medium,00191265563116,107267,option:name
LW100,Burgundy,Large,00191265563109,107266,option:name
LW100,Burgundy,X-Large,00191265563130,107265,option:name
LW100,Burgundy,2X-Large,00191265563154,107264,option:name
LW100,Burgundy,3X-Large,00191265563086,107263,option:name
LW100,Burgundy,4X-Large,00191265563093,107262,option:name
W100,White,X-Small,00191265566551,80276,option:name
W100,White,Small,00191265566537,80277,option:name
W100,White,Medium,00191265566520,80278,option:name
W100,White,Large,00191265566513,80279,option:name
W100,White,X-Large,00191265566544,80280,option:name
W100,White,2X-Large,00191265566483,80281,option:name
W100,White,3X-Large,00191265566490,80282,option:name
LW102,Deep Black,X-Small,00191265564182,107278,option:name
LW102,Deep Black,Small,00191265564168,107285,option:name
LW102,Deep Black,Medium,00191265564151,107284,option:name
LW102,Deep Black,Large,00191265564144,107283,option:name
LW102,Deep Black,X-Large,00191265564175,107282,option:name
LW102,Deep Black,2X-Large,00191265564199,107281,option:name
LW102,Deep Black,3X-Large,00191265564120,107280,option:name
LW102,Deep Black,4X-Large,00191265564137,107279,option:name
LW102,White,X-Small,00191265564502,107294,option:name
LW102,White,Small,00191265564489,107301,option:name
LW102,White,Medium,00191265564472,107300,option:name
LW102,White,Large,00191265564465,107299,option:name
LW102,White,X-Large,00191265564496,107298,option:name
LW102,White,2X-Large,00191265564519,107297,option:name
LW102,White,3X-Large,00191265564441,107296,option:name
LW102,White,4X-Large,00191265564458,107295,option:name
K8000,Black,Small,00191265559812,50971,option:name
K8000,Black,Medium,00191265559805,50972,option:name
K8000,Black,Large,00191265559799,50973,option:name
K8000,Black,X-Large,00191265559829,50974,option:name
K8000,Black,2X-Large,00191265559744,50975,option:name
K8000,Black,3X-Large,00191265559751,50976,option:name
K8000,Black,4X-Large,00191265559768,50977,option:name
K8000,Black,5X-Large,00191265559775,50978,option:name
W668,Grey/ Black,X-Small,00191265567350,81802,option:abbrev
W668,Grey/ Black,Small,00191265567336,81795,option:abbrev
W668,Grey/ Black,Medium,00191265567329,81790,option:abbrev
W668,Grey/ Black,Large,00191265567312,81785,option:abbrev
W668,Grey/ Black,X-Large,00191265567343,81800,option:abbrev
W668,Grey/ Black,2X-Large,00191265567282,81774,option:abbrev
W668,Grey/ Black,3X-Large,00191265567299,81777,option:abbrev
W668,Grey/ Black,4X-Large,00191265567305,81780,option:abbrev
W668,Royal/ Black,Small,00191265567411,82462,option:name
